Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,demand_supply_ratio,demand_multiplier,location_multiplier,vehicle_multiplier,New_Price
83,50,Rural,Regular,7,3.66,Evening,Premium,100,376.3000600585162,1.6274509803921569,1.1627450980392158,0.9,1.25,492.23
88,5,Urban,Silver,89,3.59,Night,Economy,27,70.20380336705749,14.666666666666666,2.466666666666667,1.2,1.0,187.02
90,71,Suburban,Gold,88,3.84,Morning,Economy,167,451.6848649701074,1.25,1.125,1.0,1.0,431.92
65,5,Rural,Silver,24,3.54,Night,Economy,119,301.40392677127403,10.833333333333334,2.0833333333333335,0.9,1.0,508.62
73,28,Urban,Silver,22,4.57,Afternoon,Economy,53,153.39607111804412,2.5172413793103448,1.2517241379310344,1.2,1.0,207.37
85,62,Suburban,Silver,54,3.78,Morning,Economy,114,339.66230419418656,1.3492063492063493,1.1349206349206349,1.0,1.0,346.94
65,27,Rural,Gold,62,3.54,Night,Premium,162,733.4425366578176,2.3214285714285716,1.2321428571428572,0.9,1.25,864.17
74,42,Urban,Gold,88,3.5,Evening,Economy,77,203.8363809804033,1.7209302325581395,1.172093023255814,1.2,1.0,243.69
41,7,Rural,Gold,68,4.3,Evening,Premium,66,284.5088586099128,5.125,1.5125,0.9,1.25,411.49
79,23,Urban,Gold,88,3.88,Night,Economy,164,492.1134583590864,3.2916666666666665,1.3291666666666666,1.2,1.0,667.18
53,7,Urban,Silver,64,4.55,Night,Premium,10,86.19117981050438,6.625,1.6625,1.2,1.25,193.45
35,14,Urban,Silver,74,5.0,Night,Premium,175,727.8809447636283,2.3333333333333335,1.2333333333333334,1.2,1.25,1211.92
53,40,Rural,Gold,79,3.66,Evening,Premium,30,158.65264164620277,1.2926829268292683,1.129268292682927,0.9,1.25,171.32
36,23,Urban,Silver,42,4.66,Morning,Economy,14,44.52503661261306,1.5,1.15,1.2,1.0,55.3
38,25,Urban,Regular,2,4.24,Morning,Premium,128,452.4258268814717,1.4615384615384615,1.146153846153846,1.2,1.25,777.82
52,36,Rural,Silver,1,4.52,Morning,Premium,36,152.64047921471024,1.4054054054054055,1.1405405405405404,0.9,1.25,176.27
91,64,Suburban,Regular,26,4.56,Morning,Premium,96,420.2245689053783,1.4,1.14,1.0,1.25,598.82
87,5,Urban,Silver,59,4.32,Night,Economy,42,151.35930066309265,14.5,2.45,1.2,1.0,400.5
96,20,Suburban,Gold,88,3.6,Evening,Premium,71,242.27196569085137,4.571428571428571,1.457142857142857,1.0,1.25,375.09
83,59,Urban,Gold,8,4.85,Morning,Economy,31,119.0485543701777,1.3833333333333333,1.1383333333333334,1.2,1.0,138.23
48,23,Rural,Gold,0,4.46,Afternoon,Economy,174,472.56954081275165,2.0,1.2,0.9,1.0,433.82
65,19,Suburban,Silver,24,4.59,Evening,Economy,96,334.6493506052282,3.25,1.325,1.0,1.0,399.07
79,29,Suburban,Silver,0,4.86,Morning,Economy,127,406.0855256604135,2.6333333333333333,1.2633333333333332,1.0,1.0,461.72
100,22,Suburban,Silver,45,4.23,Night,Premium,141,551.365137615676,4.3478260869565215,1.434782608695652,1.0,1.25,889.98
73,63,Suburban,Silver,25,4.19,Afternoon,Economy,129,534.0181945871103,1.140625,1.1140625,1.0,1.0,535.44
79,67,Rural,Gold,56,4.01,Evening,Premium,151,501.2363000548165,1.161764705882353,1.1161764705882353,0.9,1.25,534.99
88,55,Rural,Regular,56,4.0,Night,Premium,26,159.60691863182956,1.5714285714285714,1.157142857142857,0.9,1.25,207.77
76,34,Suburban,Silver,10,4.92,Morning,Economy,103,359.8010509571677,2.1714285714285713,1.217142857142857,1.0,1.0,394.14
49,30,Suburban,Silver,80,3.74,Night,Economy,85,348.6695624527248,1.5806451612903225,1.1580645161290322,1.0,1.0,363.4
100,64,Rural,Regular,7,4.89,Night,Premium,115,490.5040759704239,1.5384615384615385,1.1538461538461537,0.9,1.25,636.71
87,26,Rural,Gold,63,4.2,Morning,Premium,118,485.683239513509,3.2222222222222223,1.3222222222222222,0.9,1.25,614.09
22,5,Rural,Silver,93,4.85,Evening,Economy,99,424.9275101964327,3.6666666666666665,1.3666666666666667,0.9,1.0,470.39
21,11,Rural,Silver,23,3.76,Afternoon,Economy,12,40.442890652890384,1.75,1.175,0.9,1.0,38.49
93,57,Suburban,Regular,34,4.89,Morning,Premium,80,258.424915281181,1.603448275862069,1.160344827586207,1.0,1.25,374.83
28,15,Rural,Gold,90,4.25,Night,Premium,177,511.929390993806,1.75,1.175,0.9,1.25,575.2
97,7,Urban,Silver,22,3.74,Afternoon,Premium,147,441.74670095471794,12.125,2.2125,1.2,1.25,1319.44
48,12,Urban,Silver,51,4.63,Night,Premium,32,175.5180543386476,3.6923076923076925,1.3692307692307693,1.2,1.25,324.44
70,37,Urban,Silver,10,3.65,Night,Premium,168,658.5834276725151,1.8421052631578947,1.1842105263157894,1.2,1.25,1052.87
78,12,Rural,Silver,99,4.3,Afternoon,Economy,95,299.2909931126892,6.0,1.6,0.9,1.0,387.88
25,7,Rural,Regular,24,3.85,Evening,Premium,144,494.8027992189699,3.125,1.3125,0.9,1.25,730.61
24,9,Urban,Gold,6,4.05,Afternoon,Premium,69,223.51901195083732,2.4,1.24,1.2,1.25,353.38
92,37,Rural,Silver,7,4.92,Morning,Premium,103,434.5710508212173,2.4210526315789473,1.2421052631578948,0.9,1.25,546.53
43,33,Rural,Gold,16,4.01,Morning,Premium,159,630.4284012724294,1.2647058823529411,1.1264705882352941,0.9,1.25,679.09
96,23,Urban,Gold,8,4.23,Morning,Premium,90,445.1254111184949,4.0,1.4,1.2,1.25,794.55
88,46,Rural,Gold,35,4.89,Afternoon,Premium,72,361.98552095653855,1.872340425531915,1.1872340425531915,0.9,1.25,410.96
83,43,Suburban,Regular,20,3.59,Morning,Economy,63,267.28219711727195,1.8863636363636365,1.1886363636363637,1.0,1.0,317.7
50,29,Urban,Regular,2,4.81,Morning,Economy,143,518.9547629602604,1.6666666666666667,1.1666666666666667,1.2,1.0,726.54
97,75,Urban,Regular,15,4.94,Afternoon,Economy,163,575.4934491747886,1.2763157894736843,1.1276315789473683,1.2,1.0,778.73
84,24,Suburban,Regular,39,4.08,Afternoon,Economy,86,349.4432162449335,3.36,1.3359999999999999,1.0,1.0,466.86
68,40,Suburban,Silver,58,4.64,Morning,Premium,68,279.2349662242834,1.6585365853658536,1.1658536585365853,1.0,1.25,366.24
77,30,Urban,Regular,99,4.7,Evening,Premium,179,689.7483154802385,2.4838709677419355,1.2483870967741935,1.2,1.25,1291.61
82,67,Urban,Regular,13,4.43,Afternoon,Economy,33,88.76294359232648,1.2058823529411764,1.1205882352941177,1.2,1.0,119.36
21,8,Suburban,Gold,37,3.71,Evening,Premium,171,621.7963494961118,2.3333333333333335,1.2333333333333334,1.0,1.25,814.81
75,24,Rural,Regular,44,3.79,Night,Premium,72,307.621949405299,3.0,1.3,0.9,1.25,449.9
61,9,Urban,Gold,74,3.98,Evening,Premium,32,172.41053126646165,6.1,1.6099999999999999,1.2,1.25,353.92
90,13,Suburban,Regular,24,3.73,Afternoon,Economy,126,444.2453020895959,6.428571428571429,1.6428571428571428,1.0,1.0,729.83
100,21,Suburban,Regular,20,3.52,Night,Premium,163,556.8967118375435,4.545454545454546,1.4545454545454546,1.0,1.25,1012.54
93,31,Suburban,Gold,13,3.58,Afternoon,Premium,101,355.3245754797394,2.90625,1.290625,1.0,1.25,487.25
92,14,Urban,Silver,57,3.73,Morning,Premium,133,474.99773906008016,6.133333333333334,1.6133333333333333,1.2,1.25,1034.55
61,12,Rural,Gold,59,4.72,Afternoon,Premium,178,581.9712306098094,4.6923076923076925,1.4692307692307693,0.9,1.25,817.64
53,12,Suburban,Gold,79,3.6,Night,Premium,154,663.4393972369916,4.076923076923077,1.4076923076923076,1.0,1.25,992.29
55,21,Urban,Regular,20,3.56,Night,Premium,134,519.469492374694,2.5,1.25,1.2,1.25,974.01
57,45,Rural,Gold,78,4.43,Afternoon,Premium,112,397.6919501475396,1.2391304347826086,1.123913043478261,0.9,1.25,427.42
34,8,Suburban,Silver,51,4.09,Afternoon,Premium,130,388.1122298927073,3.7777777777777777,1.3777777777777778,1.0,1.25,601.57
50,11,Suburban,Silver,19,4.87,Morning,Economy,144,591.1000759572743,4.166666666666667,1.4166666666666667,1.0,1.0,753.65
35,22,Rural,Silver,82,3.79,Afternoon,Economy,174,586.7988633141081,1.5217391304347827,1.1521739130434783,0.9,1.0,547.64
43,14,Suburban,Regular,1,3.53,Night,Premium,134,648.9097429236178,2.8666666666666667,1.2866666666666666,1.0,1.25,1043.66
50,25,Suburban,Silver,19,4.32,Night,Economy,176,746.3391324597457,1.9230769230769231,1.1923076923076923,1.0,1.0,800.88
55,19,Urban,Regular,64,4.34,Morning,Premium,129,555.0976877626003,2.75,1.275,1.2,1.25,1061.62
93,67,Urban,Silver,21,4.88,Night,Premium,87,417.91314129159,1.3676470588235294,1.136764705882353,1.2,1.25,641.34
94,69,Urban,Silver,86,4.12,Morning,Premium,18,97.80093621671637,1.3428571428571427,1.1342857142857143,1.2,1.25,149.76
70,60,Urban,Regular,57,4.05,Afternoon,Premium,43,193.0891119987856,1.1475409836065573,1.1147540983606556,1.2,1.25,322.87
36,25,Suburban,Regular,61,3.64,Night,Economy,132,492.4640116460618,1.3846153846153846,1.1384615384615384,1.0,1.0,560.65
37,9,Suburban,Silver,73,4.8,Morning,Economy,124,408.81562882076287,3.7,1.37,1.0,1.0,504.07
68,46,Urban,Gold,8,4.21,Afternoon,Economy,116,364.1617948077249,1.446808510638298,1.1446808510638298,1.2,1.0,425.19
77,15,Suburban,Regular,47,4.47,Morning,Economy,66,228.64349787316,4.8125,1.48125,1.0,1.0,338.68
27,12,Suburban,Silver,64,4.7,Evening,Economy,149,667.9464280068869,2.076923076923077,1.2076923076923076,1.0,1.0,726.01
90,56,Suburban,Silver,61,4.38,Night,Premium,91,410.34270896598935,1.5789473684210527,1.1578947368421053,1.0,1.25,534.53
46,23,Suburban,Regular,19,4.92,Afternoon,Economy,169,710.4192641684332,1.9166666666666667,1.1916666666666667,1.0,1.0,846.58
96,80,Urban,Regular,47,3.77,Morning,Economy,70,177.20306582722415,1.1851851851851851,1.1185185185185185,1.2,1.0,237.85
80,6,Rural,Silver,43,4.81,Night,Economy,24,74.32837977574499,11.428571428571429,2.142857142857143,0.9,1.0,129.01
80,31,Suburban,Silver,91,4.61,Evening,Premium,127,392.3027600530253,2.5,1.25,1.0,1.25,551.68
64,25,Suburban,Silver,85,4.46,Afternoon,Premium,37,168.61019430479575,2.4615384615384617,1.2461538461538462,1.0,1.25,236.38
57,42,Rural,Silver,36,3.59,Afternoon,Premium,167,587.2581373063812,1.3255813953488371,1.1325581395348836,0.9,1.25,673.42
52,7,Rural,Silver,57,4.82,Night,Economy,180,563.9803272683639,6.5,1.65,0.9,1.0,753.76
69,56,Urban,Regular,73,4.02,Night,Premium,116,352.3474982568331,1.2105263157894737,1.1210526315789473,1.2,1.25,592.5
67,54,Suburban,Regular,53,3.67,Morning,Economy,110,415.3075369486595,1.2181818181818183,1.1218181818181818,1.0,1.0,465.9
25,7,Rural,Silver,13,4.07,Afternoon,Premium,60,204.215843297379,3.125,1.3125,0.9,1.25,271.38
80,35,Rural,Regular,29,4.49,Night,Economy,79,319.6520700676685,2.2222222222222223,1.2222222222222223,0.9,1.0,351.62
73,6,Suburban,Silver,5,4.03,Night,Premium,71,362.05333073474793,10.428571428571429,2.0428571428571427,1.0,1.25,832.08
24,6,Urban,Regular,65,4.29,Afternoon,Premium,106,387.4755378090192,3.4285714285714284,1.342857142857143,1.2,1.25,780.49
37,14,Rural,Gold,18,4.36,Evening,Economy,85,348.8532987245396,2.466666666666667,1.2466666666666666,0.9,1.0,332.7
27,6,Rural,Regular,74,4.75,Afternoon,Premium,157,732.2985126943609,3.857142857142857,1.3857142857142857,0.9,1.25,1141.6
23,11,Urban,Regular,11,4.86,Afternoon,Economy,133,343.6721333865543,1.9166666666666667,1.1916666666666667,1.2,1.0,491.45
42,8,Rural,Gold,12,4.79,Morning,Premium,166,599.7162532373392,4.666666666666667,1.4666666666666668,0.9,1.25,841.1
74,39,Urban,Silver,11,3.65,Morning,Economy,173,484.75453888236336,1.85,1.185,1.2,1.0,620.39
68,30,Urban,Regular,28,4.69,Night,Premium,134,581.1514565564086,2.193548387096774,1.2193548387096773,1.2,1.25,1062.94
59,9,Suburban,Silver,30,4.83,Afternoon,Economy,140,603.3651642705413,5.9,1.59,1.0,1.0,863.42
89,75,Rural,Silver,76,4.39,Evening,Economy,110,369.8546414878244,1.1710526315789473,1.1171052631578948,0.9,1.0,334.66
81,35,Suburban,Regular,45,4.11,Night,Economy,174,708.8801421484817,2.25,1.225,1.0,1.0,868.38
33,8,Suburban,Regular,74,4.52,Morning,Premium,56,205.83755050869485,3.6666666666666665,1.3666666666666667,1.0,1.25,351.64
75,28,Urban,Gold,49,4.46,Night,Economy,163,684.5607033083106,2.586206896551724,1.2586206896551724,1.2,1.0,878.83
87,48,Suburban,Silver,95,4.73,Morning,Economy,162,453.2541298779704,1.7755102040816326,1.1775510204081632,1.0,1.0,480.36
56,37,Suburban,Silver,96,3.83,Afternoon,Premium,130,412.5848379812361,1.4736842105263157,1.1473684210526316,1.0,1.25,532.56
75,32,Urban,Silver,20,3.69,Evening,Premium,96,440.4442377359072,2.272727272727273,1.2272727272727273,1.2,1.25,729.74
99,54,Rural,Silver,96,3.77,Afternoon,Premium,61,241.6407113776789,1.8,1.18,0.9,1.25,288.7
33,16,Rural,Regular,81,4.08,Afternoon,Premium,50,201.29253189374316,1.9411764705882353,1.1941176470588235,0.9,1.25,270.41
41,28,Rural,Gold,89,4.47,Evening,Premium,45,220.05114029296504,1.4137931034482758,1.1413793103448275,0.9,1.25,240.17
55,19,Suburban,Silver,74,3.51,Morning,Economy,173,702.9134159653358,2.75,1.275,1.0,1.0,806.59
93,51,Rural,Silver,12,4.98,Morning,Premium,90,431.42166025583447,1.7884615384615385,1.1788461538461539,0.9,1.25,514.94
54,35,Urban,Silver,11,4.49,Afternoon,Premium,96,466.8626810645626,1.5,1.15,1.2,1.25,724.8
34,20,Urban,Gold,21,4.15,Morning,Premium,158,445.1263611668488,1.619047619047619,1.161904761904762,1.2,1.25,659.42
86,18,Suburban,Silver,61,4.3,Afternoon,Premium,126,441.6378571357946,4.526315789473684,1.4526315789473685,1.0,1.25,721.73
85,27,Suburban,Gold,8,4.11,Night,Premium,157,669.5210116683382,3.0357142857142856,1.3035714285714286,1.0,1.25,927.32
74,5,Suburban,Regular,80,3.63,Night,Economy,134,354.3852115042604,12.333333333333334,2.2333333333333334,1.0,1.0,791.46
63,53,Rural,Gold,33,4.33,Afternoon,Economy,175,489.7125242986789,1.1666666666666667,1.1166666666666667,0.9,1.0,418.34
55,13,Suburban,Silver,45,3.71,Morning,Premium,40,222.56858200356248,3.9285714285714284,1.3928571428571428,1.0,1.25,348.76
100,66,Suburban,Gold,27,3.53,Evening,Premium,106,412.2556067980849,1.492537313432836,1.1492537313432836,1.0,1.25,503.4
51,27,Urban,Gold,86,3.82,Evening,Premium,152,472.21573527678265,1.8214285714285714,1.1821428571428572,1.2,1.25,711.74
37,10,Urban,Silver,33,4.86,Afternoon,Economy,44,179.93988033973832,3.3636363636363638,1.3363636363636364,1.2,1.0,259.7
99,71,Suburban,Gold,3,4.63,Morning,Premium,100,308.9111533232364,1.375,1.1375,1.0,1.25,373.35
54,24,Rural,Silver,85,3.79,Evening,Economy,102,306.3142432341152,2.16,1.216,0.9,1.0,301.71
30,7,Rural,Gold,57,4.27,Morning,Premium,69,224.46487829301583,3.75,1.375,0.9,1.25,295.14
84,56,Urban,Silver,71,4.56,Evening,Premium,15,101.07378646994935,1.4736842105263157,1.1473684210526316,1.2,1.25,156.56
49,14,Suburban,Silver,55,4.43,Morning,Premium,131,633.4966221375331,3.2666666666666666,1.3266666666666667,1.0,1.25,945.49
86,10,Urban,Silver,98,4.8,Morning,Economy,18,62.87509273644356,7.818181818181818,1.7818181818181817,1.2,1.0,120.99
48,24,Rural,Gold,17,3.98,Afternoon,Economy,29,92.03104706108972,1.92,1.192,0.9,1.0,83.92
67,18,Urban,Silver,78,3.81,Morning,Premium,22,106.7358926414302,3.526315789473684,1.3526315789473684,1.2,1.25,194.91
100,16,Rural,Gold,96,3.65,Night,Premium,163,560.6703257140985,5.882352941176471,1.5882352941176472,0.9,1.25,851.52
79,7,Rural,Silver,31,4.82,Night,Economy,100,322.9000694955284,9.875,1.9875,0.9,1.0,519.83
99,9,Rural,Silver,33,4.98,Afternoon,Economy,110,292.33936093553586,9.9,1.99,0.9,1.0,471.22
34,24,Urban,Silver,3,4.41,Morning,Economy,97,242.75171700488076,1.36,1.1360000000000001,1.2,1.0,297.83
54,21,Urban,Silver,23,4.44,Evening,Premium,136,442.7796305981407,2.4545454545454546,1.2454545454545454,1.2,1.25,744.47
77,43,Suburban,Regular,73,4.07,Afternoon,Premium,131,505.54671645728143,1.75,1.175,1.0,1.25,742.52
80,21,Urban,Regular,85,4.21,Morning,Premium,146,474.9171617926677,3.6363636363636362,1.3636363636363638,1.2,1.25,971.42
74,54,Urban,Regular,16,4.35,Afternoon,Premium,147,617.434678434942,1.3454545454545455,1.1345454545454545,1.2,1.25,1050.76
57,38,Urban,Regular,31,3.97,Morning,Premium,64,294.8553699465021,1.4615384615384615,1.146153846153846,1.2,1.25,506.92
97,66,Urban,Silver,90,3.6,Evening,Premium,150,717.467322019467,1.4477611940298507,1.144776119402985,1.2,1.25,1108.81
52,14,Suburban,Gold,97,4.83,Evening,Premium,66,266.9772170141728,3.466666666666667,1.3466666666666667,1.0,1.25,382.0
51,37,Rural,Regular,34,4.64,Afternoon,Economy,100,383.3711770715268,1.3421052631578947,1.1342105263157896,0.9,1.0,391.34
87,52,Urban,Gold,15,3.57,Night,Economy,66,266.4336179135411,1.6415094339622642,1.1641509433962265,1.2,1.0,316.37
91,42,Suburban,Silver,76,4.96,Morning,Economy,86,336.39439243010713,2.116279069767442,1.2116279069767442,1.0,1.0,366.83
85,34,Rural,Regular,66,4.59,Morning,Premium,163,764.8593556145701,2.4285714285714284,1.2428571428571429,0.9,1.25,1069.44
57,21,Rural,Silver,28,4.93,Night,Economy,141,588.6941797749441,2.590909090909091,1.259090909090909,0.9,1.0,600.39
28,8,Urban,Regular,67,3.78,Afternoon,Premium,58,305.2426676647312,3.111111111111111,1.3111111111111111,1.2,1.25,600.31
58,30,Urban,Regular,32,4.14,Night,Economy,75,256.37380365626416,1.8709677419354838,1.1870967741935483,1.2,1.0,365.21
31,9,Rural,Gold,18,4.42,Morning,Premium,114,461.0193485856391,3.1,1.31,0.9,1.25,577.51
27,11,Suburban,Gold,88,4.5,Evening,Premium,144,581.7472844259253,2.25,1.225,1.0,1.25,757.18
90,75,Urban,Gold,88,4.1,Afternoon,Economy,106,472.5465909334413,1.1842105263157894,1.118421052631579,1.2,1.0,539.08
54,8,Suburban,Regular,41,3.89,Morning,Economy,168,573.4835718398938,6.0,1.6,1.0,1.0,917.57
23,9,Suburban,Silver,50,3.84,Evening,Premium,34,192.3850221961644,2.3,1.23,1.0,1.25,266.21
94,64,Urban,Regular,62,4.87,Night,Economy,166,744.0359811402852,1.4461538461538461,1.1446153846153846,1.2,1.0,1021.96
86,20,Suburban,Silver,51,3.75,Morning,Premium,110,412.25746306035046,4.095238095238095,1.4095238095238094,1.0,1.25,653.72
79,55,Suburban,Regular,91,4.39,Morning,Economy,48,189.5605649707772,1.4107142857142858,1.1410714285714285,1.0,1.0,216.3
73,13,Urban,Regular,93,3.95,Night,Economy,90,357.0434721850994,5.214285714285714,1.5214285714285714,1.2,1.0,651.86
74,23,Urban,Regular,45,4.07,Morning,Premium,99,417.1740953777763,3.0833333333333335,1.3083333333333333,1.2,1.25,818.7
26,11,Urban,Gold,10,4.22,Morning,Premium,69,314.84471031916905,2.1666666666666665,1.2166666666666666,1.2,1.25,488.4
99,30,Urban,Regular,74,4.21,Morning,Premium,160,629.9546011362719,3.193548387096774,1.3193548387096774,1.2,1.25,1246.7
80,42,Urban,Gold,85,4.22,Night,Economy,131,473.5617540035448,1.8604651162790697,1.1860465116279069,1.2,1.0,572.9
78,35,Rural,Regular,5,4.35,Evening,Premium,100,317.88095784682014,2.1666666666666665,1.2166666666666666,0.9,1.25,435.1
63,6,Urban,Gold,29,4.79,Evening,Premium,24,132.49921949173307,9.0,1.9,1.2,1.25,320.98
25,8,Rural,Regular,30,4.44,Night,Economy,115,430.7858509781543,2.7777777777777777,1.2777777777777777,0.9,1.0,495.4
100,50,Urban,Regular,20,4.14,Evening,Economy,127,350.2265835541767,1.9607843137254901,1.196078431372549,1.2,1.0,502.68
46,8,Urban,Silver,32,4.81,Afternoon,Economy,112,466.42747932165264,5.111111111111111,1.511111111111111,1.2,1.0,761.21
59,29,Urban,Regular,90,4.3,Night,Economy,145,651.7303890276737,1.9666666666666666,1.1966666666666668,1.2,1.0,935.88
21,11,Rural,Gold,18,4.2,Morning,Premium,49,266.34807324582846,1.75,1.175,0.9,1.25,299.27
64,7,Rural,Silver,48,4.67,Evening,Economy,64,266.38537677090085,8.0,1.8,0.9,1.0,388.39
52,22,Suburban,Gold,72,3.6,Morning,Premium,101,303.803226426852,2.260869565217391,1.2260869565217392,1.0,1.25,395.77
100,56,Suburban,Silver,67,4.2,Evening,Economy,169,461.9661913503604,1.7543859649122806,1.1754385964912282,1.0,1.0,488.71
83,72,Rural,Regular,25,4.62,Night,Premium,45,201.0575405594342,1.1369863013698631,1.1136986301369862,0.9,1.25,251.91
89,10,Rural,Silver,36,4.12,Afternoon,Premium,13,94.21444738997974,8.090909090909092,1.809090909090909,0.9,1.25,172.57
100,37,Rural,Silver,47,4.7,Afternoon,Economy,142,546.8574476673242,2.6315789473684212,1.263157894736842,0.9,1.0,559.52
71,7,Urban,Gold,31,4.83,Morning,Premium,60,292.74683013160404,8.875,1.8875,1.2,1.25,704.51
94,26,Suburban,Regular,0,3.94,Afternoon,Premium,40,150.90603765991335,3.4814814814814814,1.348148148148148,1.0,1.25,254.3
52,23,Urban,Regular,41,4.23,Evening,Economy,134,534.90663340905,2.1666666666666665,1.2166666666666666,1.2,1.0,780.96
27,15,Urban,Silver,31,4.95,Afternoon,Economy,103,315.2654030422818,1.6875,1.16875,1.2,1.0,397.94
88,62,Urban,Regular,62,4.82,Afternoon,Economy,162,601.2360266422271,1.3968253968253967,1.1396825396825396,1.2,1.0,822.26
48,38,Suburban,Silver,64,4.97,Night,Premium,152,701.4695729515377,1.2307692307692308,1.123076923076923,1.0,1.25,886.28
53,35,Suburban,Regular,1,3.67,Morning,Premium,88,392.0078846224547,1.4722222222222223,1.1472222222222221,1.0,1.25,562.15
31,12,Suburban,Gold,34,4.7,Night,Economy,105,331.8375249153692,2.3846153846153846,1.2384615384615385,1.0,1.0,349.32
56,34,Suburban,Silver,1,4.56,Afternoon,Economy,121,307.5259290756184,1.6,1.16,1.0,1.0,321.06
48,35,Rural,Gold,47,4.26,Morning,Economy,26,68.27174499943663,1.3333333333333333,1.1333333333333333,0.9,1.0,59.19
93,66,Suburban,Silver,22,3.91,Night,Economy,180,765.4397485645513,1.3880597014925373,1.1388059701492537,1.0,1.0,784.52
49,18,Rural,Silver,62,4.92,Afternoon,Economy,62,168.36628924698925,2.5789473684210527,1.2578947368421054,0.9,1.0,171.55
72,33,Rural,Gold,63,4.25,Evening,Economy,132,351.7736189685264,2.1176470588235294,1.2117647058823529,0.9,1.0,326.09
62,11,Suburban,Gold,37,4.23,Morning,Premium,71,363.3457529659053,5.166666666666667,1.5166666666666666,1.0,1.25,585.52
39,15,Suburban,Regular,53,4.6,Evening,Premium,38,201.7146762833217,2.4375,1.24375,1.0,1.25,313.6
67,56,Urban,Gold,49,4.22,Afternoon,Premium,23,121.43999901863724,1.1754385964912282,1.1175438596491227,1.2,1.25,173.04
88,15,Urban,Regular,39,4.51,Afternoon,Economy,137,598.7750233051204,5.5,1.55,1.2,1.0,1113.72
29,16,Urban,Silver,75,4.11,Morning,Premium,80,371.1242881043308,1.7058823529411764,1.1705882352941177,1.2,1.25,586.49
100,24,Urban,Silver,88,4.49,Night,Economy,56,173.66696747925593,4.0,1.4,1.2,1.0,262.58
98,43,Suburban,Gold,62,4.98,Morning,Economy,130,538.5185280064754,2.227272727272727,1.2227272727272727,1.0,1.0,559.69
35,10,Rural,Gold,40,3.54,Night,Economy,75,281.9625670059949,3.1818181818181817,1.3181818181818181,0.9,1.0,284.33
58,14,Rural,Gold,10,3.77,Morning,Economy,95,258.01445968829404,3.8666666666666667,1.3866666666666667,0.9,1.0,273.7
22,7,Urban,Gold,53,4.43,Morning,Premium,98,476.2019961536034,2.75,1.275,1.2,1.25,774.13
84,37,Suburban,Regular,94,3.83,Night,Economy,28,124.64550323605349,2.210526315789474,1.2210526315789474,1.0,1.0,152.2
91,14,Suburban,Silver,19,4.78,Night,Premium,19,111.11271494112724,6.066666666666666,1.6066666666666667,1.0,1.25,200.84
56,29,Urban,Gold,67,4.49,Afternoon,Economy,125,421.8171879075184,1.8666666666666667,1.1866666666666668,1.2,1.0,510.57
97,21,Rural,Regular,36,3.72,Evening,Premium,23,134.0510144913575,4.409090909090909,1.440909090909091,0.9,1.25,217.3
57,47,Urban,Gold,26,3.8,Morning,Economy,30,132.4032477391118,1.1875,1.11875,1.2,1.0,151.09
94,27,Suburban,Silver,100,3.6,Night,Premium,172,547.9814624298182,3.357142857142857,1.3357142857142859,1.0,1.25,823.44
84,6,Suburban,Gold,24,3.74,Morning,Economy,68,281.96824577029594,12.0,2.2,1.0,1.0,527.28
40,11,Rural,Silver,1,4.24,Night,Premium,35,182.46632143825187,3.3333333333333335,1.3333333333333335,0.9,1.25,246.33
65,36,Suburban,Silver,20,4.39,Night,Premium,87,313.7742265682814,1.7567567567567568,1.1756756756756757,1.0,1.25,415.01
35,22,Urban,Silver,28,4.88,Afternoon,Premium,116,422.8866610257602,1.5217391304347827,1.1521739130434783,1.2,1.25,657.77
40,30,Urban,Regular,67,4.03,Evening,Premium,143,529.6967147126813,1.2903225806451613,1.129032258064516,1.2,1.25,897.07
61,45,Urban,Silver,6,4.99,Evening,Economy,10,25.993449448411635,1.326086956521739,1.132608695652174,1.2,1.0,31.8
50,14,Urban,Gold,98,3.52,Night,Premium,109,351.5699575243088,3.3333333333333335,1.3333333333333335,1.2,1.25,597.67
98,25,Suburban,Silver,30,4.76,Afternoon,Economy,60,154.68715967826247,3.769230769230769,1.376923076923077,1.0,1.0,191.69
54,37,Suburban,Regular,41,4.69,Afternoon,Premium,16,106.59208227583191,1.4210526315789473,1.1421052631578947,1.0,1.25,152.17
37,13,Rural,Regular,31,4.66,Afternoon,Economy,35,132.1665679180113,2.642857142857143,1.2642857142857142,0.9,1.0,150.39
78,41,Urban,Silver,12,4.99,Afternoon,Economy,22,76.224961221763,1.8571428571428572,1.1857142857142857,1.2,1.0,97.61
84,21,Rural,Gold,88,3.5,Afternoon,Economy,146,598.9400399823005,3.8181818181818183,1.3818181818181818,0.9,1.0,633.13
44,32,Suburban,Silver,51,4.2,Afternoon,Premium,168,563.1508995670627,1.3333333333333333,1.1333333333333333,1.0,1.25,718.02
25,11,Urban,Silver,92,3.91,Night,Economy,115,310.1546162756803,2.0833333333333335,1.2083333333333333,1.2,1.0,404.75
38,13,Urban,Gold,38,4.46,Evening,Premium,28,145.13756861567325,2.7142857142857144,1.2714285714285714,1.2,1.25,235.28
85,25,Urban,Silver,21,4.03,Morning,Economy,73,323.5576857599395,3.269230769230769,1.3269230769230769,1.2,1.0,463.68
